,satisfaction_level_percentage,last_evaluation_percentage,number_project,average_montly_hours,time_spend_company_years,Work_accident,left,promotion_last_5years,department,salary
2232,0.56,0.62,3,154,2,0,0,0,0,0
2233,0.7,0.89,6,214,2,0,0,0,0,0
2234,0.9,0.64,4,209,4,0,0,0,0,0
2235,0.15,0.74,6,212,2,0,0,0,0,0
2236,0.39,0.36,3,168,3,1,0,0,0,0
2237,0.74,0.72,4,176,3,0,0,0,0,0
2238,0.7,0.61,4,163,4,1,0,0,0,0
2239,0.72,0.93,4,148,2,0,0,0,0,0
2240,0.61,0.97,3,137,3,0,0,0,7,0
2241,0.96,1.0,5,162,3,0,0,0,7,0
2242,0.7,0.59,4,216,3,0,0,0,7,0
2243,0.92,0.49,3,240,2,0,0,0,8,0
2244,0.72,0.56,4,176,2,0,0,0,8,1
2245,0.53,0.75,6,192,6,0,0,0,8,1
2246,0.67,0.85,3,160,4,0,0,0,8,1
2247,0.78,0.8,4,194,2,1,0,0,1,1
2248,0.53,0.75,4,239,2,1,0,0,1,1
2249,0.9,0.48,4,204,3,0,0,0,1,1
2250,0.16,0.9,5,258,3,0,0,0,1,1
2251,0.62,0.38,3,257,3,0,0,0,1,1
2252,0.62,0.98,4,137,3,0,0,0,1,1
2253,0.22,0.52,6,175,4,0,0,0,1,1
2254,0.91,0.82,3,183,3,0,0,0,1,1
2255,0.87,0.74,4,190,4,0,0,0,1,1
2256,0.95,0.69,3,225,2,0,0,0,1,2
2257,0.99,0.75,3,215,3,0,0,0,1,0
2258,0.99,0.57,3,176,4,1,0,0,2,1
2259,0.77,0.99,4,153,3,1,0,0,2,1
2260,0.75,0.68,3,150,2,1,0,0,2,1
2261,0.83,0.54,4,259,5,0,0,0,2,1
2262,0.61,0.39,3,99,2,0,0,0,2,0
2263,0.91,0.97,3,167,2,0,0,0,2,0
2264,0.47,0.64,3,192,3,0,0,0,2,0
2265,0.77,0.61,5,146,3,0,0,0,2,0
2266,0.55,0.51,3,190,3,0,0,0,2,0
2267,0.32,0.48,5,246,3,0,0,0,2,0
2268,0.96,0.67,6,190,3,0,0,0,2,0
2269,0.72,0.79,5,260,2,0,0,0,1,0
2270,0.8,0.9,4,136,3,0,0,0,1,0
2271,0.61,0.55,4,231,3,0,0,0,1,0
2272,0.97,0.88,3,204,2,0,0,0,9,0
2273,0.63,0.93,4,201,3,0,0,0,3,0
2274,0.92,0.92,3,159,3,0,0,0,3,0
2275,0.94,0.74,5,171,3,0,0,0,3,0
2276,0.79,0.72,6,240,4,0,0,0,3,0
2277,0.75,0.73,2,152,4,0,0,0,3,0
2278,0.78,0.99,3,151,3,1,0,0,4,0
2279,0.96,0.45,6,232,2,1,0,0,4,0
2280,0.65,0.68,4,128,5,0,0,0,4,0
2281,0.18,0.94,3,187,6,1,0,0,4,0
2282,0.94,0.51,3,160,2,0,0,0,3,0
2283,0.84,0.79,4,259,3,0,0,0,6,1
2284,0.67,0.54,2,136,2,0,0,0,6,1
2285,0.71,0.5,4,253,3,0,0,0,6,1
2286,0.56,0.64,3,260,3,0,0,0,6,1
2287,0.29,0.56,5,231,6,0,0,0,6,1
2288,0.47,0.9,3,101,2,1,0,0,5,1
2289,0.4,0.69,2,174,3,0,0,0,0,1
2290,0.81,0.82,4,167,2,0,0,0,7,1
2291,0.96,0.99,3,148,3,0,0,0,2,1
2292,0.99,0.75,6,139,5,1,0,0,1,1
2293,0.75,0.77,4,136,3,0,0,0,9,1
2294,0.75,0.74,4,153,2,0,0,0,5,1
2295,1.0,0.86,4,161,2,0,0,0,5,2
2296,0.52,0.53,2,163,2,0,0,0,5,0
2297,0.98,0.74,3,164,3,0,0,0,0,1
2298,0.6,0.64,2,137,5,0,0,0,0,1
2299,0.38,0.44,3,137,3,0,0,0,0,1
2300,0.51,0.41,6,106,5,0,0,0,0,1
2301,0.91,0.61,2,272,2,0,0,0,0,0
2302,0.56,0.62,5,238,3,0,0,0,0,0
2303,0.58,0.69,4,223,4,0,0,0,0,0
2304,0.51,0.53,3,201,2,0,0,0,0,0
2305,0.91,0.55,6,97,4,0,0,0,0,0
2306,0.8,0.98,2,232,6,1,0,0,0,0
2307,0.55,0.83,4,199,3,0,0,0,0,0
2308,0.62,0.53,3,141,3,0,0,0,0,0
2309,0.62,0.6,3,171,2,0,0,0,0,0
2310,0.87,0.58,4,212,3,0,0,0,0,0
2311,0.65,0.5,5,270,2,0,0,0,0,0
2312,0.51,0.64,3,267,2,0,0,0,0,0
2313,0.98,0.77,3,134,2,1,0,0,0,0
2314,0.13,0.43,4,165,5,0,0,0,0,0
2315,0.78,0.76,5,168,4,1,0,0,0,0
2316,0.6,0.98,3,262,2,0,0,0,7,0
2317,0.68,0.69,3,185,2,0,0,0,7,0
2318,0.55,0.84,3,237,3,0,0,0,7,0
2319,0.99,0.79,4,192,3,0,0,0,8,0
2320,0.92,0.68,5,236,2,0,0,0,8,0
2321,1.0,0.65,4,202,4,1,0,0,8,0
2322,0.77,0.93,4,171,2,0,0,0,8,1
2323,0.86,0.7,5,160,3,0,0,0,1,1
2324,0.89,0.84,2,252,3,0,0,0,1,1
2325,0.58,0.55,5,206,3,0,0,0,1,1
2326,0.56,0.66,3,212,2,0,0,0,1,1
2327,0.38,0.64,3,111,3,0,0,0,1,1
2328,0.62,0.64,3,240,2,0,0,0,1,1
2329,0.66,0.77,2,171,2,0,0,0,1,1
2330,0.3,0.44,3,129,2,0,0,0,1,1
2331,0.82,0.83,3,271,2,0,0,0,1,1
2332,0.96,0.68,4,162,2,0,0,0,1,1
2333,0.66,0.95,3,191,3,0,0,0,1,1
2334,0.79,0.5,5,176,3,0,0,0,2,2
2335,0.97,0.77,3,182,2,1,0,0,2,0
2336,0.59,0.65,3,226,3,0,0,0,2,1
2337,0.57,0.48,4,161,3,0,0,0,2,1
2338,0.64,0.53,4,163,3,0,0,0,2,1
2339,0.14,0.51,5,173,4,0,0,0,2,1
2340,0.48,0.55,3,228,2,0,0,0,2,0
2341,0.78,1.0,3,139,3,0,0,0,2,0
2342,0.96,0.62,5,128,5,0,0,0,2,0
2343,0.82,0.97,3,115,2,1,0,0,2,0
2344,0.94,0.9,5,191,4,0,0,0,2,0
2345,0.95,0.66,4,183,3,0,0,0,1,0
2346,0.59,0.43,3,173,3,0,0,0,1,0
2347,0.69,0.89,4,174,2,0,0,0,1,0
2348,0.74,0.72,3,213,3,0,0,0,9,0
2349,0.67,0.67,4,192,4,0,0,0,3,0
2350,0.83,0.52,3,167,2,1,0,0,3,0
2351,0.81,0.85,3,263,3,1,0,0,3,0
2352,0.54,0.73,2,100,3,0,0,0,3,0
2353,0.89,0.83,3,164,3,0,0,0,3,0
2354,0.79,0.74,5,172,2,0,0,0,4,0
2355,0.46,0.58,4,171,3,0,0,0,4,0
2356,0.99,0.93,4,236,3,0,0,0,4,0
2357,0.75,0.9,5,186,4,0,0,0,4,0
2358,0.93,0.82,4,175,3,0,0,0,3,0
2359,0.65,0.6,5,227,3,0,0,0,6,0
2360,0.19,0.63,4,142,6,0,0,0,6,0
2361,0.48,0.61,2,121,2,0,0,0,6,1
2362,0.95,0.64,5,234,3,0,0,0,6,1
2363,0.92,0.77,4,185,3,0,0,0,6,1
2364,0.84,0.54,4,160,3,0,0,0,5,1
2365,0.37,0.63,4,153,3,1,0,0,0,1
2366,0.22,0.74,3,199,6,0,0,0,7,1
2367,0.64,0.54,3,166,2,0,0,0,2,1
2368,0.72,0.88,2,247,3,0,0,0,1,1
2369,0.48,0.69,4,245,3,0,0,0,9,1
2370,0.12,0.55,5,242,4,0,0,0,5,1
2371,0.78,0.98,5,158,2,0,0,0,5,1
2372,0.71,0.74,3,163,3,1,0,0,5,1
2373,0.38,0.69,3,99,3,1,0,0,0,2
2374,0.57,0.85,4,164,3,0,0,0,0,0
2375,0.72,0.51,3,160,3,0,0,0,0,1
2376,0.6,0.57,2,184,3,0,0,0,0,1
2377,0.61,0.55,5,266,2,0,0,0,0,1
2378,0.67,0.64,4,190,2,0,0,0,0,1
2379,0.97,0.97,5,192,2,0,0,0,0,0
2380,0.22,0.6,3,205,6,1,0,0,0,0
2381,0.15,0.53,4,205,5,1,0,0,0,0
2382,0.6,0.6,3,258,3,0,0,0,0,0
2383,0.15,0.8,5,151,2,1,0,0,0,0
2384,0.5,0.81,3,148,2,0,0,0,0,0
2385,0.9,0.67,3,179,2,0,0,0,0,0
2386,0.84,0.51,6,141,2,1,0,0,0,0
2387,0.74,0.78,5,216,2,0,0,0,0,0
2388,0.72,0.51,3,235,2,0,0,0,0,0
2389,0.93,0.63,3,160,4,1,0,0,0,0
2390,0.54,0.69,3,141,4,0,0,0,0,0
2391,0.87,0.65,4,246,2,1,0,0,0,0
2392,0.19,0.98,5,226,4,1,0,0,7,0
2393,0.33,0.4,4,212,2,1,0,0,7,0
2394,0.94,0.93,4,220,3,0,0,0,7,0
2395,0.77,0.49,4,266,2,0,0,0,8,0
2396,0.48,0.82,3,183,2,0,0,0,8,0
2397,0.7,0.74,5,263,3,1,0,0,8,0
2398,0.54,0.93,4,161,4,1,0,0,8,0
2399,0.61,0.98,4,199,2,0,0,0,1,0
2400,0.97,0.4,4,258,4,1,0,0,1,1
2401,0.6,0.85,3,209,2,1,0,0,1,1
2402,0.93,0.84,5,135,3,0,0,0,1,1
2403,0.48,0.69,4,222,2,0,0,0,1,1
2404,0.16,0.76,5,192,3,0,0,0,1,1
2405,0.18,0.75,3,250,3,0,0,0,1,1
2406,0.84,0.75,3,187,3,1,0,0,1,1
2407,0.69,0.63,4,217,3,0,0,0,1,1
2408,0.22,0.88,4,213,3,1,0,0,1,1
2409,0.83,0.52,4,273,3,0,0,0,1,1
2410,0.58,0.5,2,132,3,0,0,0,2,1
2411,0.61,0.62,4,140,3,1,0,0,2,1
2412,0.67,0.5,4,173,2,1,0,0,2,2
2413,0.56,0.76,4,189,2,0,0,0,2,0
2414,0.74,0.74,3,156,3,0,0,0,2,1
2415,0.92,0.97,4,238,5,1,0,0,2,1
2416,0.81,0.68,5,230,2,0,0,0,2,1
2417,0.48,0.49,4,242,2,1,0,0,2,1
2418,0.73,0.72,4,197,3,0,0,0,2,0
2419,0.97,0.66,6,164,5,0,0,0,2,0
2420,0.15,0.51,6,248,5,0,0,0,2,0
2421,0.69,0.76,5,255,6,0,0,0,1,0
2422,0.61,0.68,5,225,4,0,0,0,1,0
2423,0.86,0.58,3,151,2,0,0,0,1,0
2424,0.55,0.88,4,252,3,0,0,0,9,0
2425,0.9,0.74,4,206,4,1,0,0,3,0
2426,0.65,0.4,2,141,2,0,0,0,3,0
2427,0.81,0.92,5,259,3,0,0,0,3,0
2428,0.65,0.86,5,250,3,0,0,0,3,0
2429,0.47,0.86,4,169,6,0,0,0,3,0
2430,0.93,0.53,3,200,3,1,0,0,4,0
2431,0.77,0.9,4,104,5,0,0,0,4,0
2432,0.87,0.82,6,176,3,0,0,0,4,0
2433,0.87,0.84,5,137,2,0,0,0,4,0
2434,0.65,0.75,2,151,3,0,0,0,3,0
2435,0.21,0.7,6,130,6,1,0,0,6,0
2436,0.75,0.59,4,199,2,0,0,0,6,0
2437,0.72,0.86,4,191,2,0,0,0,6,0
2438,0.88,0.63,3,273,3,1,0,0,6,0
2439,0.66,0.58,3,205,3,0,0,0,6,1
2440,0.8,0.75,3,181,3,0,0,0,5,1
2441,0.22,0.55,4,261,3,1,0,0,0,1
2442,0.92,0.69,3,192,3,0,0,0,7,1
2443,0.54,0.77,4,271,3,0,0,0,2,1
2444,0.91,0.56,4,158,3,0,0,0,1,1
2445,0.77,0.83,4,231,2,0,0,0,9,1
2446,0.61,0.51,3,156,3,1,0,0,5,1
2447,0.48,0.9,4,201,4,0,0,0,5,1
2448,0.25,0.69,3,187,4,0,0,0,5,1
2449,0.91,0.7,3,132,4,0,0,0,0,1
2450,0.72,0.58,5,147,3,1,0,0,0,1
2451,0.77,0.71,4,223,3,0,0,0,0,2
2452,0.41,0.4,2,194,2,0,0,0,0,0
2453,0.51,0.49,4,234,2,0,0,0,0,1
2454,0.72,0.79,3,149,3,0,0,0,0,1
2455,0.47,0.57,3,162,3,1,0,0,0,1
2456,0.53,0.67,4,238,2,0,0,0,0,1
2457,0.65,0.52,5,149,3,0,0,0,0,0
2458,0.18,0.75,4,170,5,0,0,0,0,0
2459,0.61,0.48,3,250,2,0,0,0,0,0
2460,0.86,0.72,4,167,2,0,0,0,0,0
2461,0.14,0.77,4,166,5,0,0,0,0,0
2462,0.63,0.8,3,205,2,0,0,0,0,0
2463,0.79,0.57,3,250,3,0,0,0,0,0
2464,0.78,0.97,4,142,3,0,0,0,0,0
2465,0.14,0.52,4,217,6,0,0,0,0,0
2466,0.85,0.54,3,139,3,0,0,0,0,0
2467,0.85,0.75,4,139,3,0,0,0,0,0
2468,0.91,0.76,5,152,3,0,0,0,7,0
2469,0.76,0.74,3,224,2,0,0,0,7,0
2470,0.62,0.72,5,180,3,0,0,0,7,0
2471,0.53,0.69,4,216,2,0,0,0,8,0
2472,0.97,0.63,3,133,3,0,0,0,8,0
2473,0.48,0.53,4,271,3,0,0,0,8,0
2474,0.5,0.55,4,148,3,1,0,0,8,0
2475,0.32,0.42,2,99,4,0,0,0,1,0
2476,0.58,0.77,4,196,2,1,0,0,1,0
2477,0.81,0.83,3,196,2,0,0,0,1,0
2478,0.48,0.84,4,228,3,0,0,0,1,1
2479,0.96,0.88,4,165,2,0,0,0,1,1
2480,0.56,0.9,3,235,2,0,0,0,1,1
2481,0.63,0.96,4,167,2,0,0,0,1,1
2482,0.21,0.5,5,255,5,0,0,0,1,1
2483,0.94,0.78,3,184,3,1,0,0,1,1
2484,0.94,0.89,4,239,3,0,0,0,1,1
2485,0.96,0.54,3,153,2,0,0,0,1,1
2486,0.49,0.5,4,187,5,1,0,0,2,1
2487,0.82,0.68,2,285,2,0,0,0,2,1
2488,0.6,0.5,3,274,3,0,0,0,2,1
2489,0.76,0.5,3,156,3,1,0,0,2,1
2490,0.69,0.64,5,265,2,1,0,0,2,2
2491,1.0,0.94,4,144,3,0,0,0,2,0
2492,0.62,0.66,4,143,3,0,0,0,2,1
2493,0.4,0.99,4,214,6,1,0,0,2,1
2494,0.94,0.91,3,163,3,0,0,0,2,1
2495,0.76,0.84,4,236,4,0,0,0,2,1
2496,0.58,0.69,3,146,4,0,0,0,2,0
2497,0.85,0.78,4,106,2,0,0,0,1,0
2498,0.45,0.52,2,105,3,0,0,0,1,0
2499,0.13,0.67,3,181,4,0,0,0,1,0
2500,0.24,0.5,5,174,4,0,0,0,9,0
2501,0.64,0.69,3,207,2,1,0,0,3,0
2502,0.63,0.61,6,118,2,0,0,0,3,0
2503,0.61,0.99,4,251,2,0,0,0,3,0
2504,0.71,0.99,2,136,3,0,0,0,3,0
2505,0.9,0.89,5,249,3,1,0,0,3,0
2506,0.17,0.76,4,171,5,0,0,0,4,0
2507,0.93,0.97,3,256,2,1,0,0,4,0
2508,0.83,0.89,5,141,3,1,0,0,4,0
2509,0.58,0.75,4,186,2,0,0,0,4,0
2510,0.76,0.5,3,258,3,0,0,0,3,0
2511,0.5,0.78,3,228,2,0,0,0,6,0
2512,0.22,0.81,5,205,4,0,0,0,6,0
2513,0.9,0.88,4,174,3,0,0,0,6,0
2514,0.7,0.63,3,155,4,1,0,0,6,0
2515,0.73,0.85,5,245,3,0,0,0,6,0
2516,0.84,0.87,3,271,3,0,0,0,5,0
2517,0.55,0.63,5,184,4,0,0,0,5,1
2518,0.63,0.98,4,175,2,0,0,0,0,1
2519,0.51,0.92,3,224,3,0,0,0,7,1
2520,0.81,0.76,4,177,3,0,0,0,2,1
2521,0.8,0.96,4,268,3,0,0,0,1,1
2522,0.99,0.97,4,208,3,0,0,0,9,1
2523,0.9,0.87,5,219,2,0,0,0,5,1
2524,0.65,0.67,5,128,5,0,0,0,5,1
2525,0.75,0.75,3,273,3,0,0,0,5,1
2526,0.62,0.49,4,218,4,0,0,0,0,1
2527,0.61,0.63,5,230,3,0,0,0,0,1
2528,0.24,0.6,4,195,5,0,0,0,0,1
2529,0.71,0.63,3,254,3,1,0,0,0,2
2530,0.49,0.8,2,275,2,0,0,0,0,0
2531,0.44,0.66,3,162,2,0,0,0,0,1
2532,0.75,0.87,4,193,3,0,0,0,0,1
2533,0.74,0.84,3,239,4,0,0,0,0,1
2534,0.62,0.87,5,149,3,0,0,0,0,1
2535,0.51,0.58,3,155,3,0,0,0,0,0
2536,0.61,0.59,5,271,2,0,0,0,0,0
2537,0.56,0.49,5,163,3,0,0,0,0,0
2538,0.79,0.76,3,160,3,0,0,0,0,0
2539,0.68,0.75,6,274,5,0,0,0,0,0
2540,0.9,0.84,2,199,3,0,0,0,0,0
2541,0.83,0.93,5,241,3,0,0,0,0,0
2542,0.94,0.82,3,187,3,0,0,0,0,0
2543,0.21,0.65,5,223,3,1,0,0,0,0
2544,0.58,0.87,3,268,2,0,0,0,0,0
2545,0.52,0.38,6,169,3,0,0,0,7,0
2546,0.18,0.67,5,285,5,0,0,0,7,0
2547,0.94,0.91,5,254,3,0,0,0,7,0
2548,0.69,0.5,3,208,4,0,0,0,8,0
2549,0.65,0.83,4,218,3,0,0,0,8,0
2550,0.46,0.62,2,187,3,0,0,0,8,0
2551,0.72,0.62,4,256,3,0,0,0,8,0
2552,0.3,0.37,6,278,3,0,0,0,1,0
2553,0.51,0.51,4,204,2,0,0,0,1,0
2554,0.43,0.75,3,108,2,0,0,0,1,0
2555,0.56,0.94,3,226,2,0,0,0,1,0
2556,0.63,0.91,4,246,3,0,0,0,1,1
2557,0.61,0.55,5,260,3,0,0,0,1,1
2558,0.53,0.73,4,248,2,0,0,0,1,1
2559,0.87,0.75,3,132,3,0,0,0,1,1
2560,0.68,0.7,4,185,4,0,0,0,1,1
2561,0.78,0.84,3,269,2,0,0,0,1,1
2562,0.49,0.95,4,156,2,0,0,0,1,1
2563,0.96,0.81,3,212,3,0,0,0,2,1
2564,0.83,0.74,3,221,2,0,0,0,2,1
2565,0.48,0.67,5,273,3,0,0,0,2,1
2566,0.63,0.86,4,271,3,1,0,0,2,1
2567,0.87,0.38,4,183,5,0,0,0,2,1
2568,0.21,0.9,4,271,6,0,0,0,2,2
2569,0.79,0.58,5,165,3,0,0,0,2,0
2570,0.8,0.96,3,257,5,0,0,0,2,1
2571,0.78,0.82,4,143,3,0,0,0,2,1
2572,0.67,0.65,5,156,2,0,0,0,2,1
2573,0.67,0.71,3,190,3,1,0,0,2,1
2574,0.26,0.67,2,242,6,0,0,0,1,0
2575,0.89,0.83,5,267,4,0,0,0,1,0
2576,0.7,0.53,4,152,3,0,0,0,1,0
2577,0.51,0.48,5,136,4,0,0,0,9,0
2578,0.53,0.88,3,157,3,0,0,0,3,0
2579,0.76,0.51,4,281,3,0,0,0,3,0
2580,0.86,0.93,5,208,2,0,0,0,3,0
2581,0.63,0.96,5,152,3,0,0,0,3,0
2582,0.58,0.86,5,271,3,0,0,0,3,0
2583,0.58,0.83,4,163,3,1,0,0,4,0
2584,0.9,0.82,4,136,3,0,0,0,4,0
2585,0.79,0.57,4,233,2,0,0,0,4,0
2586,0.8,0.74,4,221,4,0,0,0,4,0
2587,0.53,0.65,2,189,2,1,0,0,3,0
2588,0.52,0.84,2,226,3,0,0,0,6,0
2589,0.82,0.59,5,201,3,0,0,0,6,0
2590,0.68,0.9,2,133,4,0,0,0,6,0
2591,0.21,0.61,3,173,2,0,0,0,6,0
2592,0.81,0.5,4,152,3,1,0,0,6,0
2593,0.57,0.9,3,256,4,0,0,0,6,0
2594,0.99,0.72,3,119,2,1,0,0,5,0
2595,0.9,1.0,4,207,3,0,0,0,0,1
2596,0.76,0.64,3,189,3,0,0,0,7,1
2597,0.56,0.92,4,172,2,0,0,0,2,1
2598,0.5,0.93,6,150,3,1,0,0,1,1
2599,0.48,0.89,5,179,3,0,0,0,9,1
2600,0.99,0.97,3,257,2,0,0,0,5,1
2601,0.76,0.8,5,229,2,0,0,0,5,1
2602,0.93,0.97,4,227,3,0,0,0,5,1
2603,0.99,0.78,4,140,3,0,0,0,0,1
2604,0.85,0.78,4,251,3,0,0,0,0,1
2605,0.63,0.95,4,137,3,0,0,0,0,1
2606,0.63,0.78,3,153,3,1,0,0,0,1
2607,0.5,0.65,5,242,3,0,0,0,0,2
2608,0.52,0.57,3,150,3,0,0,0,0,0
2609,0.63,0.99,3,247,3,0,0,0,0,1
2610,0.78,0.5,4,212,2,0,0,0,0,1
2611,0.98,0.53,3,234,3,0,0,0,0,1
2612,0.14,1.0,5,174,5,0,0,0,0,1
2613,0.7,0.9,3,225,2,0,0,0,0,0
2614,0.88,0.6,4,224,2,0,0,0,0,0
2615,0.72,0.62,3,270,4,0,0,0,0,0
2616,0.88,0.51,4,139,3,0,0,0,0,0
2617,0.71,0.51,3,248,4,0,0,0,0,0
2618,0.6,0.85,3,172,2,0,0,0,0,0
2619,0.88,0.86,4,224,3,1,0,0,0,0
2620,0.55,0.72,5,232,4,0,0,0,0,0
2621,0.85,0.55,4,260,2,1,0,0,0,0
2622,0.84,0.51,2,117,4,0,0,0,7,0
2623,0.91,0.61,4,243,2,1,0,0,7,0
2624,0.82,0.62,4,202,2,0,0,0,7,0
2625,0.6,0.91,2,168,4,0,0,0,8,0
2626,0.89,0.71,5,194,3,0,0,0,8,0
2627,0.6,0.97,4,219,4,1,0,0,8,0
2628,0.64,0.52,4,207,3,0,0,0,8,0
2629,0.93,0.88,4,177,3,0,0,0,1,0
2630,0.81,0.99,3,239,2,1,0,0,1,0
2631,0.31,0.49,4,165,3,1,0,0,1,0
2632,0.68,0.69,4,225,2,0,0,0,1,0
2633,0.78,0.59,3,212,2,0,0,0,1,0
2634,0.44,0.42,4,159,4,0,0,0,1,1
2635,0.64,0.93,4,233,2,1,0,0,1,1
2636,0.81,0.63,4,108,6,0,0,0,1,1
2637,0.5,0.49,3,214,3,0,0,0,1,1
2638,0.69,0.61,5,229,3,0,0,0,1,1
2639,0.77,0.75,4,223,3,0,0,0,1,1
2640,0.69,0.56,4,178,3,0,0,0,2,1
2641,0.87,0.68,4,246,2,0,0,0,2,1
2642,0.85,0.91,4,145,3,0,0,0,2,1
2643,0.83,0.83,4,224,4,0,0,0,2,1
2644,0.68,0.51,3,259,3,0,0,0,2,1
2645,0.78,0.65,4,207,2,0,0,0,2,1
2646,0.78,0.89,3,253,3,0,0,0,2,2
2647,0.93,0.68,4,196,2,1,0,0,2,0
2648,0.54,0.75,3,240,3,0,0,0,2,1
2649,0.76,0.56,3,255,3,0,0,0,2,1
2650,0.4,0.72,3,139,2,0,0,0,2,1
2651,0.73,0.81,3,168,2,0,0,0,1,1
2652,0.86,0.98,5,233,3,0,0,0,1,0
2653,0.38,0.68,5,211,6,0,0,0,1,0
2654,0.71,0.48,5,114,3,0,0,0,9,0
2655,0.58,0.97,5,202,2,0,0,0,3,0
2656,0.67,0.59,3,177,3,1,0,0,3,0
2657,0.55,0.76,4,233,4,0,0,0,3,0
2658,0.76,0.98,2,111,2,0,0,0,3,0
2659,0.7,0.82,3,178,3,0,0,0,3,0
2660,0.66,0.46,4,204,4,0,0,0,4,0
2661,0.96,0.72,3,272,3,0,0,0,4,0
2662,0.6,0.77,4,157,4,0,0,0,4,0
2663,0.54,0.94,5,229,3,1,0,0,4,0
2664,0.85,0.9,5,202,3,0,0,0,3,0
2665,0.96,0.84,3,264,3,0,0,0,6,0
2666,0.86,0.62,3,256,3,1,0,0,6,0
2667,0.53,0.87,3,151,2,0,0,0,6,0
2668,0.91,0.95,3,251,3,0,0,0,6,0
2669,0.33,0.7,5,271,4,0,0,0,6,0
2670,0.75,0.73,4,274,2,0,0,0,6,0
2671,0.97,0.8,3,169,3,0,0,0,5,0
2672,0.68,0.51,4,176,4,1,0,0,0,0
2673,0.68,0.7,5,168,2,0,0,0,7,1
2674,0.57,0.87,4,171,2,0,0,0,2,1
2675,0.87,0.9,4,214,3,0,0,0,1,1
2676,0.5,0.91,5,224,2,1,0,0,9,1
2677,0.76,0.59,3,191,4,0,0,0,5,1
2678,0.79,0.61,5,96,4,0,0,0,5,1
2679,0.17,0.9,6,217,6,1,0,0,5,1
2680,0.6,0.62,4,135,2,1,0,0,0,1
2681,0.89,0.67,3,226,3,0,0,0,0,1
2682,0.69,0.87,3,202,2,0,0,0,0,1
2683,0.68,0.85,2,180,6,0,0,0,0,1
2684,0.61,0.87,5,174,4,0,0,0,0,1
2685,0.63,0.5,3,140,2,0,0,0,0,2
2686,0.5,0.96,4,147,3,0,0,0,0,0
2687,0.49,0.74,2,263,3,1,0,0,0,1
2688,0.83,0.55,5,261,5,0,0,0,0,1
2689,0.59,0.71,2,176,2,1,0,0,0,1
2690,0.75,0.93,2,98,5,0,0,0,0,1
2691,0.66,0.48,3,192,3,1,0,0,0,0
2692,0.68,0.51,4,157,3,0,0,0,0,0
2693,0.73,0.58,5,230,3,0,0,0,0,0
2694,0.98,0.53,4,192,2,1,0,0,0,0
2695,0.86,0.65,3,161,3,0,0,0,0,0
2696,0.5,0.55,3,176,3,0,0,0,0,0
2697,0.76,0.76,3,216,3,0,0,0,0,0
2698,0.3,0.47,4,176,2,0,0,0,0,0
2699,0.3,0.86,3,276,5,1,0,0,7,0
2700,0.64,0.59,3,174,3,1,0,0,7,0
2701,0.59,0.75,3,106,2,0,0,0,7,0
2702,0.85,0.63,4,154,3,0,0,0,8,0
2703,0.76,0.93,3,271,5,0,0,0,8,0
2704,0.63,0.5,5,246,2,0,0,0,8,0
2705,0.65,0.86,4,264,2,1,0,0,8,0
2706,0.43,0.68,3,197,2,0,0,0,1,0
2707,0.83,0.56,4,165,2,0,0,0,1,0
2708,0.49,0.77,4,218,2,0,0,0,1,0
2709,0.67,0.73,3,203,2,0,0,0,1,0
2710,0.9,0.47,2,107,6,1,0,0,1,0
2711,0.83,0.96,3,179,2,0,0,0,1,0
2712,0.92,0.84,5,264,3,0,0,0,1,1
2713,0.83,0.7,5,154,3,0,0,0,1,1
2714,0.64,0.55,4,167,3,1,0,0,1,1
2715,0.93,0.97,4,158,3,1,0,0,1,1
2716,0.6,0.87,4,227,3,1,0,0,1,1
2717,0.74,0.69,3,230,2,0,0,0,2,1
2718,0.56,0.75,5,143,5,0,0,0,2,1
2719,0.61,0.77,4,142,3,0,0,0,2,1
2720,0.63,0.62,4,184,4,0,0,0,2,1
2721,0.24,0.62,5,169,4,0,0,0,2,1
2722,0.17,0.56,5,218,4,1,0,0,2,1
2723,0.46,0.64,2,121,3,0,0,0,2,1
2724,0.68,0.48,4,251,4,0,0,0,2,2
2725,0.68,0.6,2,192,6,0,0,0,2,0
2726,0.16,0.71,6,227,5,0,0,0,2,1
2727,0.15,0.56,6,140,5,0,0,0,2,1
2728,0.55,0.49,3,152,2,0,0,0,1,1
2729,0.72,0.66,4,202,4,0,0,0,1,1
2730,0.91,0.89,2,219,4,0,0,0,1,0
2731,0.3,0.91,4,248,4,0,0,0,9,0
2732,0.56,0.68,5,203,2,0,0,0,3,0
2733,0.94,0.94,3,255,3,0,0,0,3,0
2734,0.82,0.63,5,177,3,0,0,0,3,0
2735,0.66,0.86,5,185,3,0,0,0,3,0
2736,0.74,0.64,4,101,6,1,0,0,3,0
2737,0.63,0.5,3,246,3,0,0,0,4,0
2738,0.65,0.42,6,220,2,0,0,0,4,0
2739,0.56,0.81,3,145,2,0,0,0,4,0
2740,0.32,0.73,6,194,5,0,0,0,4,0
2741,0.8,0.9,4,241,2,0,0,0,3,0
2742,0.34,0.87,6,175,4,0,0,0,6,0
2743,0.62,0.71,5,149,2,0,0,0,6,0
2744,0.5,0.86,3,253,2,0,0,0,6,0
2745,0.58,0.98,5,218,3,0,0,0,6,0
2746,0.94,0.9,2,263,3,0,0,0,6,0
2747,0.67,0.99,4,247,3,1,0,0,6,0
